SortOrder,LocID,Notes,ISO3_code,ISO2_code,SDMX_code,LocTypeID,LocTypeName,ParentID,Location,VarID,Variant,Time,MidPeriod,AgeGrp,AgeGrpStart,AgeGrpSpan,ASFR,PASFR,Births
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1971,1971.5,50-54,50,5,0.102,0.024,0.282
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1972,1972.5,14-Oct,10,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1972,1972.5,15-19,15,5,4.833,1.126,19.862
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1972,1972.5,20-24,20,5,121.688,28.348,666.127
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1972,1972.5,25-29,25,5,192.669,44.884,905.475
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1972,1972.5,30-34,30,5,88.574,20.634,393.023
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1972,1972.5,35-39,35,5,18.908,4.405,80.017
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1972,1972.5,40-44,40,5,2.37,0.552,9.237
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1972,1972.5,45-49,45,5,0.223,0.052,0.773
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1972,1972.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1973,1973.5,14-Oct,10,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1973,1973.5,15-19,15,5,4.856,1.108,19.371
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1973,1973.5,20-24,20,5,125.018,28.53,644.66
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1973,1973.5,25-29,25,5,197.785,45.135,973.323
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1973,1973.5,30-34,30,5,89.429,20.408,409.437
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1973,1973.5,35-39,35,5,18.558,4.235,78.548
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1973,1973.5,40-44,40,5,2.336,0.533,9.288
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1973,1973.5,45-49,45,5,0.223,0.051,0.793
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1973,1973.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1974,1974.5,14-Oct,10,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1974,1974.5,15-19,15,5,4.579,1.084,17.998
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1974,1974.5,20-24,20,5,119.757,28.349,573.349
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1974,1974.5,25-29,25,5,197.268,46.698,1015.776
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1974,1974.5,30-34,30,5,81.981,19.407,388.847
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1974,1974.5,35-39,35,5,16.449,3.894,69.058
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1974,1974.5,40-44,40,5,2.197,0.52,8.884
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1974,1974.5,45-49,45,5,0.202,0.048,0.741
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1974,1974.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1975,1975.5,14-Oct,10,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1975,1975.5,15-19,15,5,4.073,1.031,15.836
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1975,1975.5,20-24,20,5,110.521,27.97,496.445
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1975,1975.5,25-29,25,5,193.455,48.958,1036.442
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1975,1975.5,30-34,30,5,70.119,17.745,335.765
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1975,1975.5,35-39,35,5,14.666,3.711,61.454
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1975,1975.5,40-44,40,5,2.157,0.546,8.859
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1975,1975.5,45-49,45,5,0.155,0.039,0.579
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1975,1975.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1976,1976.5,14-Oct,10,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1976,1976.5,15-19,15,5,3.581,0.955,13.835
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1976,1976.5,20-24,20,5,101.766,27.148,437.22
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1976,1976.5,25-29,25,5,189.979,50.679,1046.321
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1976,1976.5,30-34,30,5,63.083,16.828,295.972
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1976,1976.5,35-39,35,5,14.146,3.774,60.104
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1976,1976.5,40-44,40,5,2.136,0.57,8.9
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1976,1976.5,45-49,45,5,0.172,0.046,0.654
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1976,1976.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1977,1977.5,14-Oct,10,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1977,1977.5,15-19,15,5,3.336,0.918,12.944
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1977,1977.5,20-24,20,5,93.389,25.695,385.396
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1977,1977.5,25-29,25,5,184.136,50.663,998.978
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1977,1977.5,30-34,30,5,66.216,18.219,313.881
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1977,1977.5,35-39,35,5,14.227,3.914,61.857
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1977,1977.5,40-44,40,5,1.977,0.544,8.318
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1977,1977.5,45-49,45,5,0.168,0.046,0.649
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1977,1977.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1978,1978.5,14-Oct,10,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1978,1978.5,15-19,15,5,3.367,0.932,13.181
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1978,1978.5,20-24,20,5,86.905,24.045,348.343
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1978,1978.5,25-29,25,5,182.082,50.38,930.37
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1978,1978.5,30-34,30,5,73.123,20.232,363.196
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1978,1978.5,35-39,35,5,14.043,3.885,62.845
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1978,1978.5,40-44,40,5,1.771,0.49,7.453
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1978,1978.5,45-49,45,5,0.129,0.036,0.51
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1978,1978.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1979,1979.5,14-Oct,10,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1979,1979.5,15-19,15,5,3.321,0.934,13.149
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1979,1979.5,20-24,20,5,81.572,22.949,322.235
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1979,1979.5,25-29,25,5,178.268,50.153,845.127
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1979,1979.5,30-34,30,5,77.04,21.674,400.993
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1979,1979.5,35-39,35,5,13.57,3.818,62.697
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1979,1979.5,40-44,40,5,1.538,0.433,6.425
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1979,1979.5,45-49,45,5,0.142,0.04,0.57
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1979,1979.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1980,1980.5,14-Oct,10,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1980,1980.5,15-19,15,5,3.438,0.98,13.898
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1980,1980.5,20-24,20,5,77.938,22.227,304.574
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1980,1980.5,25-29,25,5,178.11,50.795,791.653
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1980,1980.5,30-34,30,5,76.823,21.909,416.872
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1980,1980.5,35-39,35,5,12.702,3.622,58.94
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1980,1980.5,40-44,40,5,1.48,0.422,6.182
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1980,1980.5,45-49,45,5,0.155,0.044,0.631
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1980,1980.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1981,1981.5,14-Oct,10,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1981,1981.5,15-19,15,5,3.643,1.077,14.742
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1981,1981.5,20-24,20,5,72.951,21.572,283.212
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1981,1981.5,25-29,25,5,174.278,51.534,740.253
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1981,1981.5,30-34,30,5,73.5,21.734,409.338
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1981,1981.5,35-39,35,5,12.176,3.6,55.179
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1981,1981.5,40-44,40,5,1.484,0.439,6.295
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1981,1981.5,45-49,45,5,0.149,0.044,0.618
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1981,1981.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1982,1982.5,14-Oct,10,5,0.022,0.006,0.099
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1982,1982.5,15-19,15,5,3.937,1.156,16.015
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1982,1982.5,20-24,20,5,71.507,20.987,278.719
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1982,1982.5,25-29,25,5,176.19,51.712,718.365
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1982,1982.5,30-34,30,5,73.383,21.538,401.026
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1982,1982.5,35-39,35,5,13.891,4.077,63.509
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1982,1982.5,40-44,40,5,1.641,0.482,7.129
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1982,1982.5,45-49,45,5,0.142,0.042,0.594
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1982,1982.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1983,1983.5,14-Oct,10,5,0.042,0.012,0.196
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1983,1983.5,15-19,15,5,4.148,1.196,17.328
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1983,1983.5,20-24,20,5,70.102,20.214,275.628
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1983,1983.5,25-29,25,5,178.142,51.367,705.621
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1983,1983.5,30-34,30,5,76.023,21.921,390.255
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1983,1983.5,35-39,35,5,16.49,4.755,79.086
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1983,1983.5,40-44,40,5,1.725,0.497,7.712
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1983,1983.5,45-49,45,5,0.132,0.038,0.552
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1983,1983.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1984,1984.5,14-Oct,10,5,0.075,0.022,0.36
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1984,1984.5,15-19,15,5,4.171,1.195,17.726
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1984,1984.5,20-24,20,5,66.509,19.049,264.548
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1984,1984.5,25-29,25,5,179.136,51.306,699.576
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1984,1984.5,30-34,30,5,78.958,22.614,375.108
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1984,1984.5,35-39,35,5,18.423,5.276,93.134
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1984,1984.5,40-44,40,5,1.756,0.503,8.084
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1984,1984.5,45-49,45,5,0.121,0.035,0.502
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1984,1984.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1985,1985.5,14-Oct,10,5,0.087,0.025,0.418
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1985,1985.5,15-19,15,5,3.771,1.093,16.24
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1985,1985.5,20-24,20,5,61.782,17.908,250.824
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1985,1985.5,25-29,25,5,176.414,51.136,681.52
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1985,1985.5,30-34,30,5,82.64,23.954,367.26
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1985,1985.5,35-39,35,5,18.563,5.381,98.579
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1985,1985.5,40-44,40,5,1.581,0.458,7.284
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1985,1985.5,45-49,45,5,0.151,0.044,0.627
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1985,1985.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1986,1986.5,14-Oct,10,5,0.068,0.02,0.324
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1986,1986.5,15-19,15,5,3.618,1.084,16.17
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1986,1986.5,20-24,20,5,58.763,17.613,238.771
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1986,1986.5,25-29,25,5,168.062,50.373,644.604
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1986,1986.5,30-34,30,5,83.928,25.156,355.789
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1986,1986.5,35-39,35,5,17.629,5.284,96.657
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1986,1986.5,40-44,40,5,1.416,0.424,6.349
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1986,1986.5,45-49,45,5,0.151,0.045,0.636
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1986,1986.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1987,1987.5,14-Oct,10,5,0.071,0.021,0.331
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1987,1987.5,15-19,15,5,3.671,1.095,17.01
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1987,1987.5,20-24,20,5,56.84,16.959,232.291
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1987,1987.5,25-29,25,5,166.941,49.81,642.55
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1987,1987.5,30-34,30,5,88.152,26.302,358.469
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1987,1987.5,35-39,35,5,17.694,5.279,95.469
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1987,1987.5,40-44,40,5,1.61,0.48,7.279
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1987,1987.5,45-49,45,5,0.177,0.053,0.765
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1987,1987.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1988,1988.5,14-Oct,10,5,0.056,0.017,0.251
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1988,1988.5,15-19,15,5,3.491,1.062,16.471
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1988,1988.5,20-24,20,5,52.999,16.117,222.6
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1988,1988.5,25-29,25,5,160.713,48.873,623.827
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1988,1988.5,30-34,30,5,91.103,27.705,359.98
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1988,1988.5,35-39,35,5,18.3,5.565,92.835
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1988,1988.5,40-44,40,5,1.962,0.597,9.325
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1988,1988.5,45-49,45,5,0.215,0.065,0.954
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1988,1988.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1989,1989.5,14-Oct,10,5,0.015,0.005,0.064
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1989,1989.5,15-19,15,5,3.394,1.088,16.338
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1989,1989.5,20-24,20,5,48.445,15.534,207.058
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1989,1989.5,25-29,25,5,147.294,47.231,578.578
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1989,1989.5,30-34,30,5,91.387,29.304,356.095
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1989,1989.5,35-39,35,5,19.014,6.097,89.282
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1989,1989.5,40-44,40,5,2.07,0.664,10.398
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1989,1989.5,45-49,45,5,0.242,0.078,1.108
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1989,1989.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1990,1990.5,14-Oct,10,5,0.013,0.004,0.054
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1990,1990.5,15-19,15,5,3.484,1.153,16.912
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1990,1990.5,20-24,20,5,43.979,14.548,190.631
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1990,1990.5,25-29,25,5,139.892,46.276,560.978
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1990,1990.5,30-34,30,5,92.459,30.585,356.258
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1990,1990.5,35-39,35,5,20.229,6.692,88.895
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1990,1990.5,40-44,40,5,2.006,0.663,10.612
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1990,1990.5,45-49,45,5,0.236,0.078,1.076
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1990,1990.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1991,1991.5,14-Oct,10,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1991,1991.5,15-19,15,5,3.779,1.242,18.209
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1991,1991.5,20-24,20,5,45.079,14.818,202.849
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1991,1991.5,25-29,25,5,137.764,45.285,553.056
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1991,1991.5,30-34,30,5,94.243,30.979,360.495
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1991,1991.5,35-39,35,5,21.285,6.997,89.3
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1991,1991.5,40-44,40,5,1.831,0.602,10.022
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1991,1991.5,45-49,45,5,0.235,0.077,1.042
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1991,1991.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1992,1992.5,14-Oct,10,5,0.134,0.045,0.513
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1992,1992.5,15-19,15,5,3.989,1.333,18.8
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1992,1992.5,20-24,20,5,44.553,14.887,207.686
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1992,1992.5,25-29,25,5,131.939,44.086,533.378
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1992,1992.5,30-34,30,5,94.283,31.504,362.054
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1992,1992.5,35-39,35,5,22.346,7.467,90.025
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1992,1992.5,40-44,40,5,1.772,0.592,9.549
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1992,1992.5,45-49,45,5,0.26,0.087,1.164
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1992,1992.5,50-54,50,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1993,1993.5,14-Oct,10,5,0.0,0.0,0.0
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1993,1993.5,15-19,15,5,4.036,1.384,18.351
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1993,1993.5,20-24,20,5,42.053,14.417,199.525
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1993,1993.5,25-29,25,5,125.847,43.145,523.402
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1993,1993.5,30-34,30,5,94.273,32.32,365.252
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1993,1993.5,35-39,35,5,23.379,8.015,91.63
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1993,1993.5,40-44,40,5,1.824,0.625,9.24
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1993,1993.5,45-49,45,5,0.275,0.094,1.293
104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,1993,1993.5,50-54,50,5,0.0,0.0,0.0
